Trimestre;Sentido transacción;Ramas actividad;Código (armonización según CNAE y CNPA);Evolución trimestral del volumen de negocio (€)
2022T2;Desde España con el exterior;Transporte terrestre de mercancias;4941;1231162,21
2022T2;Desde España con el exterior;Transporte terrestre de viajeros;4931 +4933 + 4939;186809903,48
2022T2;Desde España con el exterior;Vehículos de motor;4511;4693861,91
2022T2;Desde España con el exterior;Ventas genéricas por internet;4791;0
2022T3;Dentro de España;Actividades anexas al transporte;5221 + 5223;31537686,22
2022T3;Dentro de España;Actividades cinematográficas y de vídeo;5917 + 7722;61428272,82
2022T3;Dentro de España;Actividades deportivas y recreativas;93;78031697,25
2022T3;Dentro de España;Administración pública, impuestos y seg. Social;8411;533049264,54
2022T3;Dentro de España;Agencias de viajes y operadores turísticos;7911 + 7912;498732096,6
2022T3;Dentro de España;Alquiler de aeronaves;7735;175932,33
2022T3;Dentro de España;Alquiler de automóviles;7711;53813704,94
2022T3;Dentro de España;Alquiler de efectos personales y enseres domésticos;7729;0
2022T3;Dentro de España;Alquiler de medios de navegación;7734;5581472,43
2022T3;Dentro de España;Arquitectura e ingeniería;7111;3363254,53
2022T3;Dentro de España;Artículos de regalo;4778;38070077,04
2022T3;Dentro de España;Artículos médicos y ortopédicos;4774;15441,77
2022T3;Dentro de España;Asociacionismo y beneficencia;94;18805595,8
2022T3;Dentro de España;Bebidas;4725;12046944,78
2022T3;Dentro de España;Bibliotecas, museos y patrimonio cultural;91;12104949,04
2022T3;Dentro de España;Bienes de segunda mano;4779;0
2022T3;Dentro de España;Calzado y artículos de cuero;4772;25303973,86
2022T3;Dentro de España;Carburantes para automoción;4730;570609517,17
2022T3;Dentro de España;Componentes y equipos electrónicos;4652;0
2022T3;Dentro de España;Construcción de inmuebles y obras de ingeniería civil;41;0
2022T3;Dentro de España;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;0
2022T3;Dentro de España;Discos, libros, periódicos y papelería;4761 + 4763;112982958,77
2022T3;Dentro de España;Educación;85;292603703,12
2022T3;Dentro de España;Electrodomésticos,  imagen y sonido;4743+4754;264617387,01
2022T3;Dentro de España;Energía eléctrica, gas, vapor y aire acondicionado;35;131786651,8
2022T3;Dentro de España;Ensayos y análisis técnicos;7120;0
2022T3;Dentro de España;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;100203727,53
2022T3;Dentro de España;Equipos y mobiliario de oficina;4665+4666;0
2022T3;Dentro de España;Espectáculos artísticos, deportivos y recreativos;90 + 7990;364423428,94
2022T3;Dentro de España;Ferretería, pinturas y vidrio;4674 + 4752;53917981,46
2022T3;Dentro de España;Floristerías;4622;32089,88
2022T3;Dentro de España;Galerías de arte comerciales;470069;34762787,36
2022T3;Dentro de España;Grandes almacenes;4719;121729401,45
2022T3;Dentro de España;Hipermercados, supermercados y tiendas de alimentación;4711;374043658,35
2022T3;Dentro de España;Hoteles  y alojamientos similares;5510;171001954,25
2022T3;Dentro de España;Instalaciones de edificios y obras;43;0
2022T3;Dentro de España;Intermediación financiera;6419 + 6619;81906242,43
2022T3;Dentro de España;Intermediarios de comercio;4617;18568,63
2022T3;Dentro de España;Juegos de azar y apuestas;92;221962842,18
2022T3;Dentro de España;Juguetes y artículos de deporte;4764 + 4765;97626191,89
2022T3;Dentro de España;Lavanderías y tintorerías;9601;190714,84
2022T3;Dentro de España;Madera, materiales de construcción y aparatos sanitarios;4673;0
2022T3;Dentro de España;Manipulación y depósito de mercancías;5224 + 5210;0
2022T3;Dentro de España;Mantenimiento físico corporal;9604;920427,69
2022T3;Dentro de España;Mantenimiento y  reparación de vehículos de motor;4520;34625207,9
2022T3;Dentro de España;Marketing directo;4799;43461631,53
2022T3;Dentro de España;Materias primas y productos semielaborados;4676;0
2022T3;Dentro de España;Metales y minerales metálicos;4672;0
2022T3;Dentro de España;Muebles, iluminación y hogar;4753 + 4759;100310578,62
2022T3;Dentro de España;Óptica, fotografía y precisión;470083;21620032,76
2022T3;Dentro de España;Ordenadores y programas informáticos;4651 + 4741;27040953,48
2022T3;Dentro de España;Otra reparación;9529;0
2022T3;Dentro de España;Otro comercio especializado en alimentación;4729;18010,36
2022T3;Dentro de España;Otro comercio no especializado;4690;0
2022T3;Dentro de España;Otros;-;195390836,27
2022T3;Dentro de España;Otros artículos de uso doméstico;4649;0
2022T3;Dentro de España;Otros servicios personales;9609;13010,88
2022T3;Dentro de España;Panadería, confitería y pastelería;4724;689561,17
2022T3;Dentro de España;Parques de atracciones y parques temáticos;9321;18941103,94
2022T3;Dentro de España;Peluquería y tratamientos de belleza;9602;21902857,12
2022T3;Dentro de España;Perfumería, cosméticos y artículos de tocador;4775;62557737,83
2022T3;Dentro de España;Pompas fúnebres;9603;1038818,35
2022T3;Dentro de España;Prendas de vestir;4771;126902114,62
2022T3;Dentro de España;Productos de tabaco;4726;6119952,22
2022T3;Dentro de España;Productos farmacéuticos;4646 + 4773;49324456,65
2022T3;Dentro de España;Productos químicos;4675;0
2022T3;Dentro de España;Publicidad;7311;124525839,9
2022T3;Dentro de España;Relojería, joyería y platería;4648+ 4777;8385600,86
2022T3;Dentro de España;Reparación de aparatos domésticos eléctricos;9521;0
2022T3;Dentro de España;Reparación de calzado y otros artículos de cuero;9523;276458,34
2022T3;Dentro de España;Repuestos y accesorios de vehículos de motor;4532;42973786,42
2022T3;Dentro de España;Restaurantes;5610;68453463,06
2022T3;Dentro de España;Seguros y planes de pensiones;6512;187725536,26
2022T3;Dentro de España;Selección y colocación de personal;7810;0
2022T3;Dentro de España;Semillas, flores, plantas y animales de compañía;4776;29061993,64
2022T3;Dentro de España;Servicios auxiliares a la intermediación financiera;6610;34230173,39
2022T3;Dentro de España;Servicios de  jardinería;8130;0
2022T3;Dentro de España;Servicios de fotografía y reprografía;7420+ 8219;0
2022T3;Dentro de España;Servicios de investigación;8030;0
2022T3;Dentro de España;Servicios de limpieza;8121;0
2022T3;Dentro de España;Servicios informáticos;6209;0
2022T3;Dentro de España;Servicios inmobiliarios;6820;21932805,03
2022T3;Dentro de España;Servicios postales y paquetería;5310;3896981,27
2022T3;Dentro de España;Servicios sanitarios;86;13004826,75
2022T3;Dentro de España;Servicios sociales;88;0
2022T3;Dentro de España;Servicios veterinarios;75;0
2022T3;Dentro de España;Suscripción canales tv;6020;244257,07
2022T3;Dentro de España;Transporte aéreo;5110;277877410,19
2022T3;Dentro de España;Transporte marítimo;5010;48429208,38
2022T3;Dentro de España;Transporte terrestre de mercancias;4941;6303401,8
2022T3;Dentro de España;Transporte terrestre de viajeros;4931 +4933 + 4939;262774826,61
2022T3;Dentro de España;Vehículos de motor;4511;0
2022T3;Dentro de España;Ventas genéricas por internet;4791;5323488,65
2022T3;Desde el exterior con España;Actividades anexas al transporte;5221 + 5223;4744525,6
2022T3;Desde el exterior con España;Actividades cinematográficas y de vídeo;5917 + 7722;1769689,36
2022T3;Desde el exterior con España;Actividades deportivas y recreativas;93;13607651,6
2022T3;Desde el exterior con España;Administración pública, impuestos y seg. Social;8411;36437713,87
2022T3;Desde el exterior con España;Agencias de viajes y operadores turísticos;7911 + 7912;965325211,89
2022T3;Desde el exterior con España;Alquiler de aeronaves;7735;926276,91
2022T3;Desde el exterior con España;Alquiler de automóviles;7711;156891595,33
2022T3;Desde el exterior con España;Alquiler de efectos personales y enseres domésticos;7729;0
2022T3;Desde el exterior con España;Alquiler de medios de navegación;7734;11779627,38
2022T3;Desde el exterior con España;Arquitectura e ingeniería;7111;843434,62
2022T3;Desde el exterior con España;Artículos de regalo;4778;13207729,28
2022T3;Desde el exterior con España;Artículos médicos y ortopédicos;4774;961,78
2022T3;Desde el exterior con España;Asociacionismo y beneficencia;94;19736721,82
2022T3;Desde el exterior con España;Bebidas;4725;1580133,82
2022T3;Desde el exterior con España;Bibliotecas, museos y patrimonio cultural;91;13615894,23
2022T3;Desde el exterior con España;Bienes de segunda mano;4779;0
2022T3;Desde el exterior con España;Calzado y artículos de cuero;4772;8414608,51
2022T3;Desde el exterior con España;Carburantes para automoción;4730;13415227,13
2022T3;Desde el exterior con España;Componentes y equipos electrónicos;4652;0
2022T3;Desde el exterior con España;Construcción de inmuebles y obras de ingeniería civil;41;0
2022T3;Desde el exterior con España;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;0
2022T3;Desde el exterior con España;Discos, libros, periódicos y papelería;4761 + 4763;12116686,53
2022T3;Desde el exterior con España;Educación;85;90936345,47
2022T3;Desde el exterior con España;Electrodomésticos,  imagen y sonido;4743+4754;36846161,83
2022T3;Desde el exterior con España;Energía eléctrica, gas, vapor y aire acondicionado;35;15604094,43
2022T3;Desde el exterior con España;Ensayos y análisis técnicos;7120;0
2022T3;Desde el exterior con España;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;13554312,66
2022T3;Desde el exterior con España;Equipos y mobiliario de oficina;4665+4666;0
2022T3;Desde el exterior con España;Espectáculos artísticos, deportivos y recreativos;90 + 7990;121848656,75
2022T3;Desde el exterior con España;Ferretería, pinturas y vidrio;4674 + 4752;14021205,6
2022T3;Desde el exterior con España;Floristerías;4622;2427,39
2022T3;Desde el exterior con España;Galerías de arte comerciales;470069;8190625,57
2022T3;Desde el exterior con España;Grandes almacenes;4719;9768896,36
2022T3;Desde el exterior con España;Hipermercados, supermercados y tiendas de alimentación;4711;35618525,95
2022T3;Desde el exterior con España;Hoteles  y alojamientos similares;5510;306624257,15
2022T3;Desde el exterior con España;Instalaciones de edificios y obras;43;0
2022T3;Desde el exterior con España;Intermediación financiera;6419 + 6619;7752798,35
2022T3;Desde el exterior con España;Intermediarios de comercio;4617;63,26
2022T3;Desde el exterior con España;Juegos de azar y apuestas;92;11840413,3
2022T3;Desde el exterior con España;Juguetes y artículos de deporte;4764 + 4765;22058821,49
2022T3;Desde el exterior con España;Lavanderías y tintorerías;9601;26268,06
2022T3;Desde el exterior con España;Madera, materiales de construcción y aparatos sanitarios;4673;0
2022T3;Desde el exterior con España;Manipulación y depósito de mercancías;5224 + 5210;0
2022T3;Desde el exterior con España;Mantenimiento físico corporal;9604;307170,53
2022T3;Desde el exterior con España;Mantenimiento y  reparación de vehículos de motor;4520;7524459,77
2022T3;Desde el exterior con España;Marketing directo;4799;3706539,67
2022T3;Desde el exterior con España;Materias primas y productos semielaborados;4676;0
2022T3;Desde el exterior con España;Metales y minerales metálicos;4672;0
2022T3;Desde el exterior con España;Muebles, iluminación y hogar;4753 + 4759;10179713,24
2022T3;Desde el exterior con España;Óptica, fotografía y precisión;470083;10011385,67
2022T3;Desde el exterior con España;Ordenadores y programas informáticos;4651 + 4741;9995270,5
2022T3;Desde el exterior con España;Otra reparación;9529;0
2022T3;Desde el exterior con España;Otro comercio especializado en alimentación;4729;918
2022T3;Desde el exterior con España;Otro comercio no especializado;4690;0
2022T3;Desde el exterior con España;Otros;-;60918793,99
2022T3;Desde el exterior con España;Otros artículos de uso doméstico;4649;0
2022T3;Desde el exterior con España;Otros servicios personales;9609;2018,55
2022T3;Desde el exterior con España;Panadería, confitería y pastelería;4724;59732,17
2022T3;Desde el exterior con España;Parques de atracciones y parques temáticos;9321;12335863,56
2022T3;Desde el exterior con España;Peluquería y tratamientos de belleza;9602;2024278,38
2022T3;Desde el exterior con España;Perfumería, cosméticos y artículos de tocador;4775;13264212,99
2022T3;Desde el exterior con España;Pompas fúnebres;9603;62633,52
2022T3;Desde el exterior con España;Prendas de vestir;4771;77127715,08
2022T3;Desde el exterior con España;Productos de tabaco;4726;2659195,69
2022T3;Desde el exterior con España;Productos farmacéuticos;4646 + 4773;6714227,93
2022T3;Desde el exterior con España;Productos químicos;4675;0
2022T3;Desde el exterior con España;Publicidad;7311;58734282,27
2022T3;Desde el exterior con España;Relojería, joyería y platería;4648+ 4777;3540508,92
2022T3;Desde el exterior con España;Reparación de aparatos domésticos eléctricos;9521;0
2022T3;Desde el exterior con España;Reparación de calzado y otros artículos de cuero;9523;60917,39
2022T3;Desde el exterior con España;Repuestos y accesorios de vehículos de motor;4532;12865570,74
2022T3;Desde el exterior con España;Restaurantes;5610;21335082,5
2022T3;Desde el exterior con España;Seguros y planes de pensiones;6512;15866700,87
2022T3;Desde el exterior con España;Selección y colocación de personal;7810;0
2022T3;Desde el exterior con España;Semillas, flores, plantas y animales de compañía;4776;4737071,73
2022T3;Desde el exterior con España;Servicios auxiliares a la intermediación financiera;6610;17461417,22
2022T3;Desde el exterior con España;Servicios de  jardinería;8130;0
2022T3;Desde el exterior con España;Servicios de fotografía y reprografía;7420+ 8219;0
2022T3;Desde el exterior con España;Servicios de investigación;8030;0
2022T3;Desde el exterior con España;Servicios de limpieza;8121;0
2022T3;Desde el exterior con España;Servicios informáticos;6209;0
2022T3;Desde el exterior con España;Servicios inmobiliarios;6820;42809487,26
2022T3;Desde el exterior con España;Servicios postales y paquetería;5310;349802,65
2022T3;Desde el exterior con España;Servicios sanitarios;86;7000320,18
2022T3;Desde el exterior con España;Servicios sociales;88;0
2022T3;Desde el exterior con España;Servicios veterinarios;75;0
2022T3;Desde el exterior con España;Suscripción canales tv;6020;1939770,95
